class1	gender1	class2	gender2	num_of_connections
2B	F	3B	F	0
2B	F	3B	F	0
2B	F	3B	F	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	1B	M	0
2B	F	1B	M	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	3A	M	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3A	M	2
2B	F	3B	M	1
2B	F	1A	F	31
2B	F	1A	M	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	4B	F	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	1A	F	1
2B	F	1A	F	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	2A	F	4
2B	F	2A	F	81
2B	F	1A	M	3
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	4A	F	0
2B	F	2A	F	4
2B	F	2A	F	12
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	F	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	F	1
2B	F	5A	M	0
2B	F	2A	F	1
2B	F	2A	F	0
2B	F	2A	M	1
2B	F	2A	M	1
2B	F	3A	M	0
2B	F	1A	M	0
2B	F	5A	F	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	4B	F	0
2B	F	5A	F	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	1A	F	2
2B	F	1A	Unknown	0
2B	F	3B	F	0
2B	F	3A	M	0
2B	F	2A	M	4
2B	F	2A	F	0
2B	F	5A	F	0
2B	F	4B	F	0
2B	F	2A	F	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	3B	M	0
2B	F	Teachers	Unknown	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	2A	M	76
2B	F	4B	M	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	Teachers	Unknown	0
2B	F	4B	M	0
2B	F	4B	F	1
2B	F	4B	M	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	1B	M	0
2B	F	1B	F	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	Teachers	Unknown	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	2A	M	2
2B	F	2A	M	0
2B	F	4B	M	0
2B	F	2A	M	4
2B	F	2A	F	101
2B	F	2A	F	0
2B	F	4B	F	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	3A	M	0
2B	F	3A	M	0
2B	F	1B	F	0
2B	F	1B	F	2
2B	F	4B	M	0
2B	F	4A	M	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	4A	M	1
2B	F	4A	M	0
2B	F	4A	F	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	Teachers	Unknown	0
2B	F	2A	F	5
2B	F	1B	M	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	1B	M	0
2B	F	1B	F	0
2B	F	4A	M	0
2B	F	4A	F	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	3A	M	6
2B	F	4A	M	0
2B	F	4A	M	0
2B	F	4A	M	0
2B	F	4B	M	0
2B	F	5B	F	0
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	4A	F	2
2B	F	1B	M	0
2B	F	1B	M	0
2B	F	5B	F	0
2B	F	3A	F	0
2B	F	5B	F	0
2B	F	4A	F	0
2B	F	3A	F	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3A	F	0
2B	F	3A	M	0
2B	F	5B	M	0
2B	F	Teachers	Unknown	0
2B	F	3A	M	1
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	3A	M	1
2B	F	3A	F	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3B	M	0
2B	F	5A	M	0
2B	F	3A	F	0
2B	F	4A	M	0
2B	F	Teachers	Unknown	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	3B	F	0
2B	F	1A	M	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3B	F	0
2B	F	Teachers	Unknown	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3A	F	0
2B	F	3B	M	0
2B	F	3B	F	0
2B	F	1B	M	0
2B	F	4A	F	1
2B	F	4A	M	0
2B	F	3B	F	0
2B	F	3A	M	1
2B	F	3B	M	0
2B	F	Teachers	Unknown	53
2B	F	2B	F	16
2B	F	2B	F	2
2B	F	2B	F	20
2B	F	2B	F	40
2B	F	2B	M	6
2B	F	2B	M	12
2B	F	2B	F	59
2B	F	2B	F	8
2B	F	1B	M	0
2B	F	2B	M	136
2B	F	2B	M	11
2B	F	2B	F	14
2B	F	2B	F	65
2B	F	2B	M	1
2B	F	2B	F	34
2B	F	3B	M	0
2B	F	3B	M	0
2B	F	3B	F	0
2B	F	3B	F	0
2B	F	3B	F	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	1B	M	0
2B	F	1B	M	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	3A	M	0
2B	F	3A	M	0
2B	F	3A	F	1
2B	F	3A	M	0
2B	F	3B	M	0
2B	F	1A	F	1
2B	F	1A	M	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	4B	F	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	1A	F	1
2B	F	1A	F	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	2A	F	39
2B	F	2A	F	0
2B	F	1A	M	20
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	4A	F	0
2B	F	2A	F	4
2B	F	2A	F	7
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	F	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	2A	M	2
2B	F	3A	M	0
2B	F	1A	M	0
2B	F	5A	F	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	4B	F	0
2B	F	5A	F	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	3A	M	0
2B	F	3A	F	2
2B	F	1A	F	0
2B	F	1A	Unknown	0
2B	F	3B	F	0
2B	F	3A	M	0
2B	F	2A	M	1
2B	F	2A	F	0
2B	F	5A	F	0
2B	F	4B	F	0
2B	F	2A	F	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	3B	M	0
2B	F	Teachers	Unknown	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	2A	M	0
2B	F	4B	M	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	Teachers	Unknown	0
2B	F	4B	M	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	1B	M	0
2B	F	1B	F	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	Teachers	Unknown	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	2A	M	0
2B	F	4B	M	0
2B	F	2A	M	1
2B	F	2A	F	7
2B	F	2A	F	0
2B	F	4B	F	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	3A	M	0
2B	F	3A	M	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	4B	M	0
2B	F	4A	M	0
2B	F	1B	F	0
2B	F	1B	F	1
2B	F	4A	M	0
2B	F	4A	M	0
2B	F	4A	F	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	Teachers	Unknown	0
2B	F	2A	F	112
2B	F	1B	M	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	1B	M	1
2B	F	1B	F	0
2B	F	4A	M	0
2B	F	4A	F	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	3A	M	1
2B	F	4A	M	0
2B	F	4A	M	0
2B	F	4A	M	0
2B	F	4B	M	0
2B	F	5B	F	0
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	4A	F	0
2B	F	1B	M	0
2B	F	1B	M	1
2B	F	5B	F	0
2B	F	3A	F	0
2B	F	5B	F	0
2B	F	4A	F	0
2B	F	3A	F	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3A	F	0
2B	F	3A	M	0
2B	F	5B	M	0
2B	F	Teachers	Unknown	0
2B	F	3A	M	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	3A	M	1
2B	F	3A	F	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3B	M	3
2B	F	5A	M	0
2B	F	3A	F	2
2B	F	4A	M	0
2B	F	Teachers	Unknown	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	3B	F	0
2B	F	1A	M	0
2B	F	3B	F	1
2B	F	3B	M	0
2B	F	3B	F	1
2B	F	Teachers	Unknown	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3A	F	0
2B	F	3B	M	0
2B	F	3B	F	1
2B	F	1B	M	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	3B	F	0
2B	F	3A	M	0
2B	F	3B	M	0
2B	F	Teachers	Unknown	11
2B	F	2B	F	12
2B	F	2B	F	2
2B	F	2B	F	7
2B	F	2B	F	15
2B	F	2B	M	2
2B	F	2B	M	11
2B	F	2B	F	97
2B	F	2B	F	37
2B	F	1B	M	0
2B	F	2B	M	5
2B	F	2B	M	1
2B	F	2B	F	5
2B	F	2B	F	39
2B	F	2B	M	26
2B	F	2B	F	13
2B	F	2B	F	47
2B	F	3B	M	0
2B	F	3B	M	2
2B	F	3B	F	0
2B	F	3B	F	0
2B	F	3B	F	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	1B	M	0
2B	F	1B	M	1
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	3A	M	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3A	M	0
2B	F	3B	M	1
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	4B	F	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	1A	F	0
2B	F	1A	F	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	1A	M	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	4A	F	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	1A	F	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	2A	M	0
2B	F	3A	M	0
2B	F	1A	M	0
2B	F	5A	F	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	4B	F	0
2B	F	5A	F	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	1A	F	0
2B	F	1A	Unknown	0
2B	F	3B	F	0
2B	F	3A	M	0
2B	F	2A	M	0
2B	F	2A	F	0
2B	F	5A	F	0
2B	F	4B	F	0
2B	F	2A	F	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	3B	M	0
2B	F	Teachers	Unknown	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	2A	M	0
2B	F	4B	M	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	Teachers	Unknown	0
2B	F	4B	M	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	1B	M	3
2B	F	1B	F	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	Teachers	Unknown	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	2A	M	0
2B	F	4B	M	0
2B	F	2A	M	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	4B	F	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	3A	M	0
2B	F	3A	M	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	4B	M	0
2B	F	4A	M	0
2B	F	1B	F	0
2B	F	1B	F	1
2B	F	4A	M	0
2B	F	4A	M	0
2B	F	4A	F	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	Teachers	Unknown	0
2B	F	2A	F	0
2B	F	1B	M	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	1B	M	0
2B	F	1B	F	0
2B	F	4A	M	0
2B	F	4A	F	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	1B	M	0
2B	F	3A	M	0
2B	F	4A	M	0
2B	F	4A	M	0
2B	F	4A	M	0
2B	F	4B	M	0
2B	F	5B	F	0
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	4A	F	0
2B	F	1B	M	1
2B	F	1B	M	2
2B	F	5B	F	0
2B	F	3A	F	0
2B	F	5B	F	0
2B	F	4A	F	0
2B	F	3A	F	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3A	F	0
2B	F	3A	M	0
2B	F	5B	M	0
2B	F	Teachers	Unknown	0
2B	F	3A	M	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3B	M	1
2B	F	5A	M	0
2B	F	3A	F	0
2B	F	4A	M	0
2B	F	Teachers	Unknown	0
2B	F	1A	M	0
2B	F	1A	F	0
2B	F	3B	F	1
2B	F	1A	M	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3B	F	0
2B	F	Teachers	Unknown	0
2B	F	3B	F	1
2B	F	3B	M	0
2B	F	3A	F	0
2B	F	3B	M	0
2B	F	3B	F	0
2B	F	1B	M	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	3B	F	1
2B	F	3A	M	0
2B	F	3B	M	0
2B	F	Teachers	Unknown	37
2B	F	2B	F	12
2B	F	2B	F	3
2B	F	2B	F	5
2B	F	2B	F	25
2B	F	2B	M	1
2B	F	2B	M	17
2B	F	2B	F	17
2B	F	2B	F	22
2B	F	1B	M	0
2B	F	2B	M	95
2B	F	2B	M	6
2B	F	2B	F	93
2B	F	2B	F	14
2B	F	2B	M	203
2B	F	2B	F	21
2B	F	2B	F	41
2B	F	2B	F	16
2B	F	3B	M	0
2B	F	3B	M	0
2B	F	3B	F	1
2B	F	3B	F	0
2B	F	3B	F	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	1B	M	10
2B	F	1B	M	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	3A	M	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3A	M	1
2B	F	3B	M	0
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	4B	M	0
2B	F	4B	M	0
2B	F	4B	F	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	1A	F	3
2B	F	1A	F	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	1A	M	0
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	4A	F	0
2B	F	2A	F	0
2B	F	2A	F	5
2B	F	1A	M	3
2B	F	1A	F	0
2B	F	1A	M	2
2B	F	1A	F	0
2B	F	1A	M	0
2B	F	1A	F	1
2B	F	1A	F	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	5A	F	0
2B	F	5A	M	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	2A	M	1
2B	F	2A	M	2
2B	F	3A	M	9
2B	F	1A	M	80
2B	F	5A	F	0
2B	F	5A	F	1
2B	F	5A	M	0
2B	F	5A	M	0
2B	F	5A	F	0
2B	F	4B	F	0
2B	F	5A	F	0
2B	F	1A	F	12
2B	F	1A	M	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	1A	F	0
2B	F	1A	Unknown	0
2B	F	3B	F	0
2B	F	3A	M	0
2B	F	2A	M	0
2B	F	2A	F	1
2B	F	5A	F	0
2B	F	4B	F	0
2B	F	2A	F	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	3B	M	0
2B	F	Teachers	Unknown	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	5B	M	0
2B	F	2A	M	2
2B	F	4B	M	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	M	0
2B	F	5B	F	1
2B	F	5B	M	0
2B	F	Teachers	Unknown	0
2B	F	4B	M	0
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	5B	F	1
2B	F	5B	M	0
2B	F	1B	M	4
2B	F	1B	F	2
2B	F	5B	M	0
2B	F	5B	F	0
2B	F	Teachers	Unknown	0
2B	F	2A	F	5
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	2A	M	0
2B	F	4B	M	0
2B	F	2A	M	0
2B	F	2A	F	0
2B	F	2A	F	0
2B	F	4B	F	1
2B	F	4B	F	0
2B	F	4B	M	0
2B	F	4B	M	2
2B	F	3A	M	1
2B	F	3A	M	1
2B	F	1B	F	3
2B	F	1B	F	3
2B	F	4B	M	0
2B	F	4A	M	0
2B	F	1B	F	4
2B	F	1B	F	0
2B	F	4A	M	0
2B	F	4A	M	0
2B	F	4A	F	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	Teachers	Unknown	0
2B	F	2A	F	0
2B	F	1B	M	1
2B	F	1B	F	1
2B	F	1B	M	0
2B	F	1B	M	4
2B	F	1B	F	42
2B	F	4A	M	0
2B	F	4A	F	0
2B	F	1B	F	1
2B	F	1B	F	1
2B	F	1B	M	0
2B	F	4A	F	0
2B	F	4A	M	0
2B	F	1B	F	0
2B	F	1B	F	0
2B	F	1B	M	1
2B	F	3A	M	0
2B	F	4A	M	0
2B	F	4A	M	16
2B	F	4A	M	0
2B	F	4B	M	0
2B	F	5B	F	3
2B	F	2A	F	0
2B	F	2A	M	0
2B	F	4A	F	0
2B	F	1B	M	2
2B	F	1B	M	6
2B	F	5B	F	0
2B	F	3A	F	0
2B	F	5B	F	0
2B	F	4A	F	0
2B	F	3A	F	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3A	F	0
2B	F	3A	M	1
2B	F	5B	M	0
2B	F	Teachers	Unknown	0
2B	F	3A	M	1
2B	F	5B	F	0
2B	F	5B	F	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3A	M	0
2B	F	3A	F	0
2B	F	3B	M	0
2B	F	5A	M	0
2B	F	3A	F	0
2B	F	4A	M	0
2B	F	Teachers	Unknown	0
2B	F	1A	M	4
2B	F	1A	F	0
2B	F	3B	F	0
2B	F	1A	M	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3B	F	0
2B	F	Teachers	Unknown	0
2B	F	3B	F	0
2B	F	3B	M	0
2B	F	3A	F	2
2B	F	3B	M	0
2B	F	3B	F	0
2B	F	1B	M	0
2B	F	4A	F	8
2B	F	4A	M	0
2B	F	3B	F	0
2B	F	3A	M	0
2B	F	3B	M	1
2B	F	Teachers	Unknown	17
2B	F	2B	F	13
2B	F	2B	F	4
2B	F	2B	F	51
2B	F	2B	F	48
2B	F	2B	M	17
2B	F	2B	M	27
2B	F	2B	F	58
2B	F	2B	F	52
2B	F	1B	M	0
2B	F	2B	M	11
2B	F	2B	M	30
2B	F	2B	F	9
2B	F	2B	F	64
2B	F	2B	M	37
2B	F	2B	F	44
2B	F	2B	F	20
2B	F	2B	F	9
2B	F	2B	F	29
2B	M	3B	M	55
2B	M	3B	M	2
2B	M	3B	F	0
2B	M	3B	F	0
2B	M	3B	F	0
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	4B	M	5
2B	M	1B	M	5
2B	M	1B	M	1
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	3A	M	0
2B	M	3A	M	0
2B	M	3A	F	0
2B	M	3A	M	5
2B	M	3B	M	1
2B	M	1A	F	1
2B	M	1A	M	0
2B	M	4B	M	0
2B	M	4B	M	0
2B	M	4B	F	0
2B	M	4A	F	2
2B	M	4A	M	1
2B	M	1A	F	32
2B	M	1A	F	0
2B	M	5A	M	0
2B	M	5A	M	0
2B	M	2A	F	0
2B	M	2A	F	1
2B	M	1A	M	3
2B	M	5A	M	1
2B	M	5A	M	1
2B	M	5A	F	0
2B	M	5A	M	0
2B	M	5A	F	3
2B	M	5A	M	0
2B	M	4A	F	0
2B	M	2A	F	3
2B	M	2A	F	3
2B	M	1A	M	3
2B	M	1A	F	2
2B	M	1A	M	3
2B	M	1A	F	0
2B	M	1A	M	2
2B	M	1A	F	0
2B	M	1A	F	0
2B	M	5A	M	0
2B	M	5A	F	0
2B	M	5A	F	2
2B	M	5A	M	0
2B	M	2A	F	0
2B	M	2A	F	0
2B	M	2A	M	6
2B	M	2A	M	32
2B	M	3A	M	1
2B	M	1A	M	2
2B	M	5A	F	0
2B	M	5A	F	0
2B	M	5A	M	0
2B	M	5A	M	1
2B	M	5A	F	0
2B	M	4B	F	1
2B	M	5A	F	0
2B	M	1A	F	4
2B	M	1A	M	0
2B	M	3A	M	0
2B	M	3A	F	2
2B	M	1A	F	2
2B	M	1A	Unknown	3
2B	M	3B	F	0
2B	M	3A	M	0
2B	M	2A	M	40
2B	M	2A	F	0
2B	M	5A	F	1
2B	M	4B	F	0
2B	M	2A	F	0
2B	M	5B	M	3
2B	M	5B	M	0
2B	M	3B	M	5
2B	M	Teachers	Unknown	0
2B	M	5B	M	0
2B	M	5B	M	0
2B	M	5B	F	1
2B	M	5B	M	0
2B	M	2A	M	7
2B	M	4B	M	4
2B	M	5B	M	0
2B	M	5B	M	0
2B	M	5B	M	0
2B	M	5B	F	4
2B	M	5B	M	0
2B	M	Teachers	Unknown	0
2B	M	4B	M	0
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	5B	F	0
2B	M	5B	F	0
2B	M	5B	F	0
2B	M	5B	M	0
2B	M	1B	M	0
2B	M	1B	F	56
2B	M	5B	M	0
2B	M	5B	F	0
2B	M	Teachers	Unknown	81
2B	M	2A	F	3
2B	M	2A	F	0
2B	M	2A	M	5
2B	M	2A	M	0
2B	M	4B	M	0
2B	M	2A	M	54
2B	M	2A	F	2
2B	M	2A	F	0
2B	M	4B	F	0
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	4B	M	0
2B	M	3A	M	0
2B	M	3A	M	2
2B	M	1B	F	59
2B	M	1B	F	63
2B	M	4B	M	0
2B	M	4A	M	1
2B	M	1B	F	0
2B	M	1B	F	28
2B	M	4A	M	0
2B	M	4A	M	0
2B	M	4A	F	1
2B	M	1B	F	1
2B	M	1B	F	0
2B	M	Teachers	Unknown	0
2B	M	2A	F	2
2B	M	1B	M	1
2B	M	1B	F	0
2B	M	1B	M	2
2B	M	1B	M	43
2B	M	1B	F	21
2B	M	4A	M	1
2B	M	4A	F	1
2B	M	1B	F	1
2B	M	1B	F	0
2B	M	1B	M	1
2B	M	4A	F	0
2B	M	4A	M	0
2B	M	1B	F	0
2B	M	1B	F	5
2B	M	1B	M	2
2B	M	3A	M	0
2B	M	4A	M	1
2B	M	4A	M	2
2B	M	4A	M	0
2B	M	4B	M	0
2B	M	5B	F	1
2B	M	2A	F	1
2B	M	2A	M	0
2B	M	4A	F	2
2B	M	1B	M	23
2B	M	1B	M	9
2B	M	5B	F	0
2B	M	3A	F	0
2B	M	5B	F	0
2B	M	4A	F	0
2B	M	3A	F	1
2B	M	3B	F	0
2B	M	3B	M	0
2B	M	3A	F	4
2B	M	3A	M	1
2B	M	5B	M	0
2B	M	Teachers	Unknown	0
2B	M	3A	M	2
2B	M	5B	F	1
2B	M	5B	F	1
2B	M	3A	M	1
2B	M	3A	F	2
2B	M	3A	M	0
2B	M	3A	F	0
2B	M	3B	M	0
2B	M	5A	M	0
2B	M	3A	F	7
2B	M	4A	M	1
2B	M	Teachers	Unknown	0
2B	M	1A	M	0
2B	M	1A	F	1
2B	M	3B	F	5
2B	M	1A	M	0
2B	M	3B	F	3
2B	M	3B	M	0
2B	M	3B	F	0
2B	M	Teachers	Unknown	0
2B	M	3B	F	0
2B	M	3B	M	0
2B	M	3A	F	5
2B	M	3B	M	0
2B	M	3B	F	1
2B	M	1B	M	0
2B	M	4A	F	1
2B	M	4A	M	0
2B	M	3B	F	1
2B	M	3A	M	1
2B	M	3B	M	4
2B	M	Teachers	Unknown	39
2B	M	2B	F	28
2B	M	2B	F	12
2B	M	2B	F	16
2B	M	2B	F	33
2B	M	2B	M	4
2B	M	2B	M	49
2B	M	2B	F	34
2B	M	2B	F	246
2B	M	1B	M	1
2B	M	2B	M	78
2B	M	2B	M	10
2B	M	2B	F	225
2B	M	2B	F	38
2B	M	2B	M	13
2B	M	2B	F	35
2B	M	2B	F	40
2B	M	2B	F	26
2B	M	2B	F	53
2B	M	2B	F	14
2B	M	3B	M	2
2B	M	3B	M	0
2B	M	3B	F	2
2B	M	3B	F	0
2B	M	3B	F	0
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	4B	M	1
2B	M	1B	M	14
2B	M	1B	M	1
2B	M	4B	F	0
2B	M	4B	M	0
2B	M	3A	M	5
2B	M	3A	M	1
2B	M	3A	F	0
2B	M	3A	M	81
2B	M	3B	M	2
2B	M	1A	F	0
2B	M	1A	M	1
2B	M	4B	M	1
2B	M	4B	M	0
2B	M	4B	F	0
2B	M	4A	F	0
2B	M	4A	M	0
2B	M	1A	F	1
2B	M	1A	F	0
2B	M	5A	M	0
2B	M	5A	M	0
2B	M	2A	F	1
2B	M	2A	F	1
2B	M	1A	M	10
2B	M	5A	M	1
2B	M	5A	M	2
2B	M	5A	F	0
2B	M	5A	M	1
2B	M	5A	F	0
2B	M	5A	M	0
2B	M	4A	F	0
2B	M	2A	F	0
2B	M	2A	F	2
2B	M	1A	M	1
2B	M	1A	F	1
2B	M	1A	M	3
2B	M	1A	F	0
2B	M	1A	M	62
2B	M	1A	F	1
2B	M	1A	F	0
2B	M	5A	M	0
2B	M	5A	F	0
2B	M	5A	F	0
2B	M	5A	M	0
2B	M	2A	F	0
2B	M	2A	F	0
2B	M	2A	M	182
2B	M	2A	M	23
2B	M	3A	M	6
2B	M	1A	M	1
2B	M	5A	F	0
2B	M	5A	F	0
